draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
4,101,Ace Sanders,WR,21,170,173,South Carolina,12.0,72.0,6.0,0.0,99.0,1230.0,12.4,13.0,4.58,32.0,7.0,117.0,6.81,4.37
4,102,Josh Boyce,WR,22,180,206,TCU,4.0,7.0,1.8,1.0,161.0,2535.0,15.7,22.0,4.38,34.0,22.0,131.0,6.68,4.1
4,106,Dion Sims,TE,22,193,268,Michigan St.,1.0,-2.0,-2.0,0.0,59.0,707.0,12.0,8.0,4.75,35.0,22.0,112.0,7.36,4.52
4,123,Chris Harper,WR,23,185,229,Kansas St.,8.0,45.0,5.6,0.0,123.0,1734.0,14.1,12.0,4.55,35.5,20.0,116.0,6.89,4.39
4,125,Johnathan Franklin,RB,23,178,205,UCLA,788.0,4403.0,5.6,31.0,58.0,517.0,8.9,3.0,4.49,31.5,18.0,115.0,6.89,4.31
4,128,Quinton Patton,WR,23,183,204,Louisiana Tech,11.0,37.0,3.4,0.0,183.0,2594.0,14.2,24.0,4.53,33.0,8.0,118.0,6.91,4.01
4,131,Marcus Lattimore,RB,21,180,221,South Carolina,555.0,2677.0,4.8,38.0,74.0,767.0,10.4,3.0,4.65,34.7,20.0,119.0,7.03,4.25
4,133,Levine Toilolo,TE,22,203,268,Stanford,0.0,0.0,0.0,0.0,50.0,763.0,15.3,10.0,4.86,31.0,17.0,113.0,7.09,4.57
5,135,Denard Robinson,WR,22,180,199,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,36.5,15.0,123.0,7.09,4.22
5,140,Stepfan Taylor,RB,22,175,214,Stanford,843.0,4300.0,5.1,40.0,97.0,778.0,8.0,5.0,4.76,30.0,17.0,110.0,7.13,4.5
5,144,Kenny Stills,WR,21,185,202,Oklahoma,3.0,23.0,7.7,0.0,204.0,2594.0,12.7,24.0,4.38,33.5,16.0,124.0,6.92,4.35
5,151,Joseph Randle,RB,21,183,204,Oklahoma St.,564.0,3085.0,5.5,40.0,108.0,917.0,8.5,3.0,4.63,35.0,20.0,123.0,7.03,4.25
5,154,Chris Thompson,RB,22,173,195,Florida St.,277.0,1735.0,6.3,14.0,45.0,430.0,9.6,1.0,4.42,34.7,21.0,119.0,7.03,4.25
5,160,Zac Stacy,RB,22,175,216,Vanderbilt,581.0,3143.0,5.4,30.0,46.0,415.0,9.0,0.0,4.55,33.0,27.0,122.0,6.7,4.17
5,161,Tavarres King,WR,23,185,192,Georgia,3.0,5.0,1.7,0.0,136.0,2602.0,19.1,21.0,4.47,36.5,11.0,123.0,6.91,4.33
5,164,Mike Gillislee,RB,22,180,210,Florida,389.0,2072.0,5.3,20.0,23.0,182.0,7.9,2.0,4.55,30.5,15.0,119.0,7.12,4.4
6,171,Corey Fuller,WR,23,188,204,Virginia Tech,1.0,10.0,10.0,0.0,45.0,834.0,18.5,6.0,4.43,31.5,12.0,120.0,6.92,4.19
6,174,Ryan Swope,WR,22,183,205,Texas A&M,19.0,59.0,3.1,0.0,252.0,3117.0,12.4,24.0,4.34,37.0,16.0,125.0,6.76,4.25
6,182,Kenjon Barner,RB,23,175,195,Oregon,582.0,3623.0,6.2,41.0,54.0,591.0,10.9,7.0,4.52,35.5,20.0,122.0,6.87,4.2
6,184,Mychal Rivera,TE,22,190,242,Tennessee,0.0,0.0,0.0,0.0,76.0,1018.0,13.4,6.0,4.81,31.0,17.0,112.0,7.17,4.43
6,187,Andre Ellington,RB,24,175,200,Clemson,621.0,3436.0,5.5,33.0,59.0,505.0,8.6,2.0,4.61,34.0,20.0,122.0,7.03,4.25
6,189,Mike James,RB,22,178,223,Miami (FL),304.0,1340.0,4.4,17.0,67.0,585.0,8.7,5.0,4.53,35.0,28.0,115.0,7.03,4.62
6,190,Rex Burkhead,RB,23,178,215,Nebraska,635.0,3329.0,5.2,30.0,60.0,507.0,8.5,5.0,4.73,39.0,21.0,125.0,6.85,4.09
6,194,Spencer Ware,RB,21,178,229,LSU,295.0,1249.0,4.2,10.0,39.0,404.0,10.4,2.0,4.62,34.7,20.0,119.0,7.03,4.25
6,197,Cobi Hamilton,WR,22,188,201,Arkansas,1.0,-8.0,-8.0,0.0,175.0,2854.0,16.3,18.0,4.56,29.5,11.0,107.0,6.92,4.31
6,199,Theo Riddick,RB,22,175,201,Notre Dame,244.0,1169.0,4.8,5.0,120.0,1263.0,10.5,8.0,4.68,32.0,20.0,118.0,7.03,4.25
7,215,Tommy Bohanon,RB,22,185,246,Wake Forest,50.0,160.0,3.2,3.0,51.0,405.0,7.9,7.0,4.88,35.0,36.0,119.0,7.27,4.42
7,222,Chris Gragg,TE,23,190,244,Arkansas,0.0,0.0,0.0,0.0,72.0,1003.0,13.9,7.0,4.5,37.5,18.0,125.0,7.08,4.51
7,228,Jawan Jamison,RB,21,173,203,Rutgers,486.0,1972.0,4.1,13.0,36.0,385.0,10.7,2.0,4.68,29.0,20.0,110.0,7.03,4.25
7,230,Kerwynn Williams,RB,22,173,198,Utah St.,382.0,2515.0,6.6,22.0,64.0,870.0,13.6,5.0,4.48,35.0,17.0,118.0,7.15,4.15
7,236,Marquess Wilson,WR,20,193,206,Washington St.,3.0,10.0,3.3,0.0,189.0,3207.0,17.0,23.0,4.51,34.5,7.0,122.0,6.65,4.33
7,254,Justice Cunningham,TE,22,190,258,South Carolina,0.0,0.0,0.0,0.0,50.0,581.0,11.6,1.0,4.94,31.5,21.0,116.0,7.12,4.45
1,4,Sammy Watkins,WR,21,185,211,Clemson,52.0,339.0,6.5,1.0,240.0,3391.0,14.1,27.0,4.43,34.0,16.0,126.0,6.95,4.34
1,7,Mike Evans,WR,21,196,231,Texas A&M,0.0,0.0,0.0,0.0,151.0,2499.0,16.5,17.0,4.53,37.0,12.0,121.0,7.08,4.26
1,10,Eric Ebron,TE,21,193,253,North Carolina,2.0,7.0,3.5,0.0,112.0,1805.0,16.1,8.0,4.6,32.0,24.0,120.0,7.14,4.33
1,12,Odell Beckham,WR,21,180,198,LSU,7.0,77.0,11.0,0.0,143.0,2340.0,16.4,12.0,4.38,38.5,7.0,122.0,6.69,3.94
1,20,Brandin Cooks,WR,20,178,183,Oregon St.,61.0,340.0,5.6,2.0,226.0,3272.0,14.5,24.0,4.33,36.0,16.0,120.0,6.76,3.81
1,28,Kelvin Benjamin,WR,23,196,245,Florida St.,2.0,33.0,16.5,0.0,84.0,1506.0,17.9,19.0,4.61,32.5,13.0,119.0,7.33,4.39
2,38,Austin Seferian-Jenkins,TE,21,196,262,Washington,0.0,0.0,0.0,0.0,146.0,1840.0,12.6,21.0,4.75,33.7,20.0,116.0,7.14,4.33
2,39,Marqise Lee,WR,22,183,196,USC,24.0,146.0,6.1,0.0,248.0,3655.0,14.7,29.0,4.52,38.0,15.0,127.0,6.92,4.01
2,42,Jordan Matthews,WR,22,190,215,Vanderbilt,9.0,115.0,12.8,1.0,262.0,3759.0,14.3,24.0,4.46,35.5,21.0,120.0,6.95,4.18
2,45,Paul Richardson,WR,22,183,170,Colorado,9.0,38.0,4.2,0.0,156.0,2412.0,15.5,21.0,4.4,38.0,15.0,124.0,7.09,4.19
2,49,Jace Amaro,TE,22,196,265,Texas Tech,0.0,0.0,0.0,0.0,138.0,1818.0,13.2,13.0,4.74,33.0,28.0,118.0,7.42,4.3
2,52,Troy Niklas,TE,21,198,265,Notre Dame,0.0,0.0,0.0,0.0,37.0,573.0,15.5,6.0,4.84,32.0,27.0,114.0,7.57,4.55
2,53,Davante Adams,WR,21,185,215,Fresno St.,0.0,0.0,0.0,0.0,233.0,3031.0,13.0,38.0,4.56,39.5,14.0,123.0,6.82,4.3
2,54,Bishop Sankey,RB,21,178,209,Washington,644.0,3496.0,5.4,37.0,67.0,567.0,8.5,1.0,4.49,35.5,26.0,126.0,6.75,4.0
2,55,Jeremy Hill,RB,21,185,230,LSU,345.0,2156.0,6.2,28.0,26.0,254.0,9.8,0.0,4.56,29.0,20.0,113.0,7.03,4.25
2,56,Cody Latimer,WR,21,188,215,Indiana,2.0,3.0,1.5,0.0,135.0,2042.0,15.1,17.0,4.52,35.8,23.0,121.0,6.92,4.19
2,57,Carlos Hyde,RB,23,183,229,Ohio St.,523.0,3198.0,6.1,37.0,34.0,271.0,8.0,4.0,4.62,34.5,19.0,114.0,7.03,4.25
2,61,Allen Robinson,WR,21,190,211,Penn St.,6.0,36.0,6.0,0.0,177.0,2479.0,14.0,17.0,4.6,39.0,15.0,127.0,7.0,4.0
2,63,Jarvis Landry,WR,21,180,206,LSU,0.0,0.0,0.0,0.0,137.0,1809.0,13.2,15.0,4.65,28.5,12.0,110.0,6.92,4.19
3,65,C.J. Fiedorowicz,TE,22,196,265,Iowa,0.0,0.0,0.0,0.0,91.0,899.0,9.9,10.0,4.76,31.5,25.0,116.0,7.1,4.26
3,69,Charles Sims,RB,23,183,211,West Virginia,592.0,3465.0,5.9,40.0,203.0,2108.0,10.4,11.0,4.48,37.5,17.0,126.0,7.16,4.3
3,75,Tre Mason,RB,21,175,207,Auburn,516.0,2979.0,5.8,32.0,19.0,249.0,13.1,1.0,4.5,38.5,20.0,126.0,7.03,4.15
3,86,Josh Huff,WR,22,180,206,Oregon,18.0,242.0,13.4,2.0,144.0,2366.0,16.4,24.0,4.51,35.5,14.0,116.0,6.92,4.19
3,90,Donte Moncrief,WR,21,188,220,Mississippi,0.0,0.0,0.0,0.0,156.0,2371.0,15.2,20.0,4.4,39.5,13.0,132.0,7.02,4.3
3,97,Dri Archer,WR,23,173,173,Kent St.,325.0,2342.0,7.2,24.0,99.0,1194.0,12.1,12.0,4.26,38.0,20.0,122.0,6.86,4.06
3,98,Richard Rodgers,TE,22,193,257,California,7.0,9.0,1.3,0.0,59.0,896.0,15.2,2.0,4.87,31.5,16.0,116.0,7.23,4.47
3,99,Crockett Gillmore,TE,22,198,260,Colorado St.,0.0,0.0,0.0,0.0,111.0,1308.0,11.8,8.0,4.89,33.5,21.0,120.0,7.42,4.44
4,103,Devonta Freeman,RB,22,173,206,Florida St.,404.0,2255.0,5.6,30.0,47.0,475.0,10.1,1.0,4.58,31.5,20.0,118.0,7.11,4.26
4,104,Jalen Saunders,WR,21,175,165,Oklahoma,32.0,301.0,9.4,2.0,203.0,3085.0,15.2,26.0,4.44,34.0,15.0,122.0,6.92,4.19
4,106,Bruce Ellington,WR,23,175,200,South Carolina,25.0,148.0,5.9,1.0,106.0,1586.0,15.0,16.0,4.45,39.5,15.0,120.0,6.69,3.95
4,113,Andre Williams,RB,22,183,220,Boston Col.,704.0,3739.0,5.3,28.0,10.0,60.0,6.0,0.0,4.56,38.0,20.0,129.0,7.27,4.06
4,115,Shaquelle Evans,WR,23,185,213,UCLA,2.0,6.0,3.0,0.0,133.0,1956.0,14.7,14.0,4.51,34.5,13.0,122.0,7.07,4.21
4,117,Ka'Deem Carey,RB,21,175,207,Arizona,743.0,4239.0,5.7,48.0,77.0,679.0,8.8,4.0,4.69,32.5,19.0,115.0,7.08,4.38
4,118,Martavis Bryant,WR,22,193,210,Clemson,1.0,17.0,17.0,0.0,61.0,1354.0,22.2,13.0,4.42,39.0,16.0,124.0,7.18,4.15
4,123,Kevin Norwood,WR,24,188,198,Alabama,0.0,0.0,0.0,0.0,81.0,1275.0,15.7,12.0,4.48,33.0,8.0,121.0,6.68,4.32
4,124,De'Anthony Thomas,RB,21,173,176,Oregon,243.0,1890.0,7.8,26.0,113.0,1296.0,11.5,15.0,4.39,32.0,8.0,124.0,7.03,4.25
4,130,James White,RB,22,178,205,Wisconsin,643.0,4015.0,6.2,45.0,73.0,670.0,9.2,3.0,4.57,32.0,23.0,114.0,7.05,4.2
5,142,Ryan Grant,WR,23,183,204,Tulane,5.0,3.0,0.6,0.0,196.0,2769.0,14.1,21.0,4.64,35.5,8.0,119.0,6.68,4.11
5,146,Devin Street,WR,23,190,200,Pittsburgh,11.0,77.0,7.0,0.0,202.0,2901.0,14.4,16.0,4.55,37.0,15.0,124.0,6.89,4.01
5,155,Arthur Lynch,TE,24,196,258,Georgia,0.0,0.0,0.0,0.0,56.0,907.0,16.2,8.0,4.82,29.5,28.0,116.0,7.38,4.35
5,176,Jared Abbrederis,WR,23,185,195,Wisconsin,28.0,291.0,10.4,2.0,202.0,3140.0,15.5,23.0,4.5,30.5,4.0,117.0,6.8,4.08
6,181,Alfred Blue,RB,23,188,229,LSU,209.0,1253.0,6.0,11.0,16.0,105.0,6.6,0.0,4.63,32.0,13.0,121.0,7.15,4.5
6,185,Robert Herron,WR,22,175,193,Wyoming,54.0,310.0,5.7,0.0,152.0,2025.0,13.3,20.0,4.48,35.5,18.0,125.0,6.84,4.27
6,186,Lache Seastrunk,RB,23,178,201,Baylor,289.0,2189.0,7.6,18.0,9.0,107.0,11.9,1.0,4.51,41.5,15.0,134.0,7.03,4.25
6,201,Marion Grice,RB,23,183,208,Arizona St.,294.0,1675.0,5.7,25.0,91.0,863.0,9.5,14.0,4.67,34.7,20.0,119.0,7.03,4.25
6,204,Tyler Gaffney,RB,23,183,220,Stanford,486.0,2500.0,5.1,33.0,32.0,264.0,8.3,4.0,4.49,36.5,20.0,116.0,6.78,4.18
6,209,Quincy Enunwa,WR,22,188,225,Nebraska,3.0,-1.0,-0.3,0.0,115.0,1526.0,13.3,15.0,4.41,35.8,19.0,121.0,6.92,4.19
7,218,Michael Campanaro,WR,23,175,191,Wake Forest,51.0,238.0,4.7,2.0,229.0,2506.0,10.9,14.0,4.46,39.0,20.0,122.0,6.77,4.01
7,222,Storm Johnson,RB,22,183,209,Central Florida,335.0,1765.0,5.3,19.0,41.0,289.0,7.0,3.0,4.6,35.5,16.0,118.0,7.03,4.25
7,230,Rob Blanchflower,TE,24,193,256,Massachusetts,1.0,3.0,3.0,0.0,70.0,777.0,11.1,5.0,4.82,33.7,21.0,116.0,7.14,4.33
7,240,Tevin Reese,WR,23,180,163,Baylor,11.0,136.0,12.4,0.0,187.0,3102.0,16.6,24.0,4.46,41.0,15.0,132.0,6.63,4.18
7,244,Jeremy Gallon,WR,24,173,185,Michigan,17.0,97.0,5.7,0.0,173.0,2704.0,15.6,17.0,4.49,35.8,15.0,121.0,6.92,4.19
1,4,Amari Cooper,WR,21,185,210,Alabama,6.0,51.0,8.5,0.0,228.0,3463.0,15.2,31.0,4.42,33.0,15.0,120.0,6.71,3.98
1,7,Kevin White,WR,23,190,216,West Virginia,0.0,0.0,0.0,0.0,144.0,1954.0,13.6,15.0,4.35,36.5,23.0,123.0,6.92,4.14
1,10,Todd Gurley,RB,21,185,224,Georgia,510.0,3285.0,6.4,36.0,65.0,615.0,9.5,6.0,4.52,34.7,17.0,119.0,7.03,4.25
1,14,DeVante Parker,WR,22,190,216,Louisville,0.0,0.0,0.0,0.0,156.0,2775.0,17.8,33.0,4.45,36.5,17.0,125.0,6.92,4.19
1,15,Melvin Gordon,RB,22,185,215,Wisconsin,631.0,4915.0,7.8,45.0,22.0,228.0,10.4,4.0,4.52,35.0,19.0,126.0,7.04,4.07
1,20,Nelson Agholor,WR,22,183,198,USC,7.0,18.0,2.6,0.0,178.0,2572.0,14.4,20.0,4.42,35.8,12.0,121.0,6.92,4.19
1,29,Phillip Dorsett,WR,22,178,192,Miami (FL),7.0,2.0,0.3,0.0,121.0,2132.0,17.6,17.0,4.33,37.0,13.0,122.0,6.7,4.11
2,36,T.J. Yeldon,RB,21,185,223,Alabama,576.0,3322.0,5.8,37.0,46.0,494.0,10.7,2.0,4.61,36.0,22.0,117.0,7.19,4.22
2,37,Devin Smith,WR,23,185,199,Ohio St.,1.0,2.0,2.0,0.0,121.0,2503.0,20.7,30.0,4.42,39.0,10.0,122.0,6.92,4.15
2,40,Dorial Green-Beckham,WR,22,196,225,Oklahoma,6.0,19.0,3.2,0.0,87.0,1278.0,14.7,17.0,4.49,33.5,13.0,119.0,6.89,4.45
2,41,Devin Funchess,TE,21,193,225,Michigan,8.0,23.0,2.9,0.0,126.0,1715.0,13.6,15.0,4.7,38.5,17.0,122.0,7.14,4.33
2,54,Ameer Abdullah,RB,22,175,203,Nebraska,813.0,4588.0,5.6,39.0,73.0,690.0,9.5,7.0,4.6,42.5,24.0,130.0,6.79,3.95
2,55,Maxx Williams,TE,21,193,252,Minnesota,1.0,7.0,7.0,0.0,61.0,986.0,16.2,13.0,4.78,34.5,17.0,117.0,7.3,4.37
3,68,Clive Walford,TE,23,193,250,Miami (FL),0.0,0.0,0.0,0.0,121.0,1753.0,14.5,14.0,4.79,35.0,20.0,120.0,7.32,4.57
3,69,Tyler Lockett,WR,22,178,182,Kansas St.,22.0,192.0,8.7,0.0,249.0,3710.0,14.9,29.0,4.4,35.5,15.0,121.0,6.89,4.07
3,70,Jaelen Strong,WR,21,188,220,Arizona St.,0.0,0.0,0.0,0.0,157.0,2287.0,14.6,17.0,4.44,42.0,15.0,123.0,6.92,4.19
3,73,Tevin Coleman,RB,22,185,210,Indiana,452.0,3219.0,7.1,28.0,54.0,383.0,7.1,0.0,4.4,34.7,22.0,119.0,7.03,4.25
3,76,Chris Conley,WR,22,190,205,Georgia,0.0,0.0,0.0,0.0,117.0,1938.0,16.6,20.0,4.35,45.0,18.0,139.0,7.06,4.3
3,77,Duke Johnson,RB,21,175,210,Miami (FL),526.0,3519.0,6.7,26.0,69.0,719.0,10.4,4.0,4.54,33.5,20.0,121.0,7.03,4.25
3,85,Tyler Kroft,TE,22,198,252,Rutgers,0.0,0.0,0.0,0.0,70.0,901.0,12.9,5.0,4.75,33.7,17.0,116.0,7.14,4.33
3,87,Sammie Coates,WR,22,185,213,Auburn,0.0,0.0,0.0,0.0,82.0,1757.0,21.4,13.0,4.43,41.0,23.0,131.0,6.98,4.06
3,92,Jeff Heuerman,TE,22,196,255,Ohio St.,1.0,6.0,6.0,0.0,52.0,792.0,15.2,7.0,4.81,33.7,26.0,116.0,7.14,4.33
3,94,Ty Montgomery,WR,22,183,216,Stanford,39.0,334.0,8.6,4.0,172.0,2125.0,12.4,15.0,4.55,40.5,15.0,121.0,6.97,4.21
3,95,Matt Jones,RB,22,188,239,Florida,297.0,1431.0,4.8,11.0,19.0,100.0,5.3,1.0,4.61,31.5,20.0,112.0,7.03,4.2
4,105,Jamison Crowder,WR,22,175,177,Duke,21.0,135.0,6.4,1.0,283.0,3641.0,12.9,23.0,4.56,37.0,10.0,115.0,7.17,4.32
4,106,Jeremy Langford,RB,23,183,211,Michigan St.,577.0,2967.0,5.1,40.0,39.0,219.0,5.6,1.0,4.42,34.5,20.0,118.0,7.22,4.32
4,107,Justin Hardy,WR,23,178,192,East Carolina,1.0,7.0,7.0,1.0,387.0,4541.0,11.7,35.0,4.56,36.5,11.0,114.0,6.63,4.21
4,117,Blake Bell,TE,24,198,252,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,33.0,14.0,116.0,6.85,4.32
4,123,Vince Mayle,WR,24,188,247,Washington St.,0.0,0.0,0.0,0.0,148.0,2022.0,13.7,16.0,4.67,35.5,15.0,117.0,6.93,4.13
4,125,Javorius Allen,RB,24,183,218,USC,417.0,2306.0,5.5,25.0,63.0,710.0,11.3,2.0,4.53,35.5,11.0,121.0,6.96,4.28
4,126,Mike Davis,RB,22,175,217,South Carolina,454.0,2440.0,5.4,22.0,70.0,755.0,10.8,2.0,4.61,34.0,17.0,116.0,7.0,4.18
5,138,David Cobb,RB,22,180,229,Minnesota,563.0,2896.0,5.1,20.0,34.0,339.0,10.0,0.0,4.59,38.5,17.0,121.0,7.03,4.25
5,139,Rashad Greene,WR,22,180,186,Florida St.,9.0,81.0,9.0,1.0,270.0,3830.0,14.2,29.0,4.53,36.5,15.0,122.0,6.88,4.12
5,146,Stefon Diggs,WR,21,183,191,Maryland,32.0,187.0,5.8,0.0,150.0,2227.0,14.8,14.0,4.46,35.0,15.0,115.0,7.03,4.32
5,149,Jay Ajayi,RB,22,183,223,Boise St.,678.0,3796.0,5.6,50.0,73.0,771.0,10.6,5.0,4.57,39.0,19.0,121.0,7.1,4.1
5,155,Karlos Williams,RB,22,185,225,Florida St.,241.0,1419.0,5.9,22.0,37.0,328.0,8.9,1.0,4.48,33.5,16.0,117.0,7.16,4.46
5,156,Tony Lippett,WR,23,190,192,Michigan St.,6.0,51.0,8.5,1.0,149.0,2247.0,15.1,15.0,4.61,36.0,10.0,114.0,6.92,4.13
5,160,Jesse James,TE,21,201,261,Penn St.,0.0,0.0,0.0,0.0,78.0,1005.0,12.9,11.0,4.83,37.5,26.0,121.0,7.53,4.5
5,162,Kenny Bell,WR,23,185,188,Nebraska,6.0,109.0,18.2,1.0,181.0,2689.0,14.9,21.0,4.42,41.5,7.0,129.0,6.66,4.15
5,174,Cameron Artis-Payne,RB,25,178,215,Auburn,394.0,2218.0,5.6,19.0,14.0,151.0,10.8,0.0,4.53,36.5,20.0,118.0,7.13,4.25
6,184,Kaelin Clay,WR,23,178,195,Utah,4.0,4.0,1.0,0.0,43.0,523.0,12.2,4.0,4.51,33.0,10.0,113.0,6.97,4.26
6,186,Geremy Davis,WR,23,190,211,Connecticut,0.0,0.0,0.0,0.0,165.0,2292.0,13.9,7.0,4.49,36.5,23.0,124.0,6.86,4.18
6,194,Nick O'Leary,TE,23,190,252,Florida St.,0.0,0.0,0.0,1.0,114.0,1591.0,14.0,17.0,4.93,30.5,21.0,110.0,7.4,4.5
6,198,Randall Telfer,TE,23,193,250,USC,0.0,0.0,0.0,0.0,65.0,648.0,10.0,12.0,4.83,33.7,20.0,116.0,7.14,4.33
6,204,Darren Waller,WR,22,198,255,Georgia Tech,0.0,0.0,0.0,0.0,51.0,971.0,19.0,9.0,4.46,37.0,12.0,125.0,7.07,4.25
6,205,Josh Robinson,RB,23,175,215,Mississippi St.,323.0,1997.0,6.2,15.0,43.0,493.0,11.5,1.0,4.7,32.0,21.0,113.0,7.03,4.25
7,229,Ben Koyack,TE,22,196,258,Notre Dame,0.0,0.0,0.0,0.0,44.0,532.0,12.1,5.0,4.79,33.7,21.0,116.0,7.14,4.33
7,230,Marcus Murphy,RB,24,175,195,Missouri,337.0,1957.0,5.8,16.0,50.0,318.0,6.4,2.0,4.61,29.0,11.0,109.0,7.03,4.4
7,235,Kenny Hilliard,RB,23,183,235,LSU,302.0,1557.0,5.2,27.0,11.0,69.0,6.3,1.0,4.83,27.0,20.0,111.0,7.17,4.4
7,238,Mario Alford,WR,23,173,177,West Virginia,7.0,61.0,8.7,0.0,92.0,1497.0,16.3,13.0,4.43,34.0,13.0,121.0,6.64,4.07
7,254,Rory 'Busta' Anderson,TE,22,196,227,South Carolina,0.0,0.0,0.0,0.0,61.0,954.0,15.6,9.0,4.73,33.7,21.0,116.0,7.14,4.33
7,256,Gerald Christian,TE,24,190,250,Louisville,0.0,0.0,0.0,0.0,64.0,882.0,13.8,10.0,4.87,33.7,28.0,116.0,7.62,4.7
1,4,Ezekiel Elliott,RB,21,183,228,Ohio St.,592.0,3961.0,6.7,43.0,58.0,449.0,7.7,1.0,4.47,32.5,20.0,118.0,7.03,4.25
1,15,Corey Coleman,WR,22,180,185,Baylor,33.0,164.0,5.0,1.0,173.0,3009.0,17.4,33.0,4.42,40.5,17.0,129.0,6.92,4.19
1,21,Will Fuller,WR,22,183,184,Notre Dame,2.0,8.0,4.0,0.0,144.0,2512.0,17.4,30.0,4.32,33.5,10.0,126.0,6.93,4.27
1,22,Josh Doctson,WR,23,188,202,TCU,2.0,7.0,3.5,0.0,214.0,3177.0,14.8,34.0,4.5,41.0,14.0,131.0,6.84,4.08
1,23,Laquon Treadwell,WR,21,188,215,Mississippi,6.0,-10.0,-1.7,0.0,202.0,2393.0,11.8,21.0,4.52,33.0,12.0,117.0,6.92,4.19
2,35,Hunter Henry,TE,21,196,250,Arkansas,0.0,0.0,0.0,0.0,116.0,1661.0,14.3,9.0,4.79,33.7,13.0,116.0,7.14,4.33
2,40,Sterling Shepard,WR,23,178,201,Oklahoma,17.0,109.0,6.4,1.0,233.0,3482.0,14.9,26.0,4.48,41.0,20.0,123.0,7.0,4.35
2,45,Derrick Henry,RB,22,190,247,Alabama,602.0,3591.0,6.0,42.0,17.0,285.0,16.8,3.0,4.54,37.0,22.0,130.0,7.2,4.38
2,47,Michael Thomas,WR,23,190,212,Ohio St.,0.0,0.0,0.0,0.0,113.0,1602.0,14.2,18.0,4.57,35.0,18.0,126.0,6.8,4.13
2,55,Tyler Boyd,WR,21,188,203,Pittsburgh,63.0,520.0,8.3,1.0,254.0,3361.0,13.2,21.0,4.58,34.0,11.0,119.0,6.9,4.35
3,73,Kenyan Drake,RB,22,185,211,Alabama,233.0,1495.0,6.4,18.0,46.0,570.0,12.4,4.0,4.45,34.5,10.0,123.0,7.04,4.21
3,81,Austin Hooper,TE,21,193,254,Stanford,0.0,0.0,0.0,0.0,74.0,937.0,12.7,8.0,4.72,33.0,19.0,117.0,7.0,4.32
3,85,Braxton Miller,WR,23,185,205,Ohio St.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,35.0,17.0,123.0,6.65,4.07
3,86,Leonte Carroo,WR,22,185,215,Rutgers,0.0,0.0,0.0,0.0,122.0,2373.0,19.5,29.0,4.5,35.5,14.0,120.0,6.92,4.19
3,90,C.J. Prosise,RB,22,185,225,Notre Dame,167.0,1155.0,6.9,12.0,62.0,896.0,14.5,3.0,4.48,35.5,20.0,121.0,7.03,4.25
3,94,Nick Vannett,TE,23,198,261,Ohio St.,1.0,-1.0,-1.0,0.0,55.0,585.0,10.6,6.0,4.76,30.5,17.0,111.0,7.05,4.2
4,107,Chris Moore,WR,23,185,200,Cincinnati,4.0,26.0,6.5,0.0,119.0,2301.0,19.3,26.0,4.53,37.0,10.0,130.0,6.76,4.2
4,110,Tyler Higbee,TE,23,198,255,Western Kentucky,0.0,0.0,0.0,0.0,68.0,1054.0,15.5,14.0,4.77,33.7,21.0,116.0,7.14,4.33
4,112,Malcolm Mitchell,WR,24,185,200,Georgia,9.0,55.0,6.1,0.0,174.0,2350.0,13.5,16.0,4.45,36.0,15.0,129.0,6.94,4.34
4,114,Ricardo Louis,WR,22,188,215,Auburn,68.0,578.0,8.5,2.0,98.0,1338.0,13.7,8.0,4.43,38.0,18.0,132.0,6.92,4.19
4,117,Pharoh Cooper,WR,21,180,208,South Carolina,71.0,513.0,7.2,4.0,138.0,2163.0,15.7,18.0,4.52,31.0,15.0,115.0,6.92,4.19
4,119,Tyler Ervin,RB,22,178,185,San Jose St.,528.0,2803.0,5.3,19.0,87.0,783.0,9.0,4.0,4.41,39.0,17.0,130.0,7.03,4.25
4,126,Demarcus Robinson,WR,21,185,203,Florida,3.0,6.0,2.0,0.0,105.0,1353.0,12.9,9.0,4.59,34.5,15.0,123.0,6.77,4.19
4,134,Kenneth Dixon,RB,22,178,228,Louisiana Tech,802.0,4483.0,5.6,72.0,87.0,969.0,11.1,15.0,4.56,37.5,18.0,121.0,6.97,4.28
4,136,Devontae Booker,RB,24,180,219,Utah,560.0,2773.0,5.0,21.0,80.0,622.0,7.8,2.0,4.56,34.7,22.0,119.0,7.03,4.25
5,140,Tajae Sharpe,WR,21,188,194,Massachusetts,4.0,11.0,2.8,0.0,277.0,3486.0,12.6,16.0,4.55,33.5,11.0,114.0,6.92,4.19
5,143,DeAndre Washington,RB,23,173,205,Texas Tech,605.0,3411.0,5.6,23.0,124.0,1091.0,8.8,4.0,4.49,34.5,24.0,116.0,7.03,4.2
5,149,Paul Perkins,RB,21,180,213,UCLA,621.0,3488.0,5.6,29.0,80.0,739.0,9.2,3.0,4.54,32.0,19.0,124.0,7.03,4.25
